NPC_ALARIC_GREETING_03ff69da-7697-4b8b-9f4a-cb5b576eae9e	“Eccoti di nuovo. Dimmi, l'hai trovato?”
NPC_ALARIC_GREETING_1c8f3725-42d9-4e74-bd17-0c2cb9d74aa0	“Viandante, eccoti di nuovo. Eldorian mi ha fatto rapporto. Grazie per averlo trovato. Quel ragazzo a volte mi preoccupa. Il suo rapporto conferma i miei peggiori timori. I Goblin sono sempre più attivi nel folto della foresta e ci sono segni di Corruzione. Mi serve tempo per riflettere. Qui altri hanno bisogno del tuo aiuto: Rahaner, Tamsin, Befr. Occupati di loro.”<x1/><x2/>"Ora lasciami."
NPC_ALARIC_GREETING_4a9634b0-b6d5-4044-9a2d-ec6e107ebd26	*Al tuo arrivo, Alaric è assorto nei suoi pensieri. Alza lo sguardo, il volto si fa risoluto.*<x1/><x2/>"Viandante. Grazie per tutto ciò che hai fatto. Ma non c'è tempo per riposare. I miei esploratori sono tornati dal folto della foresta. Hanno confermato che la Corruzione si è diffusa e avvistato una grande bestia che ne è stata stravolta. Se è ciò che credo, non possiamo ignorare questa creatura. Io devo restare qui. Ma tu, tu hai dimostrato le tue capacità. Ti chiedo ancora una volta aiuto.”<x3/><x4/>"Addentrati nel cuore di Wildwood. Conosciamo la zona, ma è insidiosa. Trova la bestia, uccidila e torna sulle tue gambe."
NPC_ALARIC_GREETING_54947e09-664c-4be4-a565-5203ca1b40f8	*Mentre ti avvicini, Alaric irrigidisce le spalle, poi ritrova la consueta immobilità.*<x1/><x2/>"Parla. Come sta Corin?"
NPC_ALARIC_GREETING_68473d4a-75bb-4d47-ad59-c310b9b4a323	*Alaric ti guarda avvicinarti e ti saluta con un solo cenno del capo.*<x1/><x2/>“Viandante, eccoti di nuovo. Parla in fretta; c'è molto da fare.”
NPC_ALARIC_GREETING_6b2797ec-8a67-405f-a5f7-e6c7a9c40e29	“Eccoti di nuovo. Dimmi, l'hai trovato?”
NPC_ALARIC_GREETING_7abf0cf4-6bfc-48f2-9f48-8c62a957839d	*Alaric ti guarda avvicinarti e ti saluta con un solo cenno del capo.*<x1/><x2/>“Viandante, eccoti di nuovo. Parla in fretta; c'è molto da fare.”
NPC_ALARIC_GREETING_8ebb44b8-299f-44ab-a4dd-1e9c7cf78fec	*Alaric ti nota mentre ti avvicini; un lieve sollievo incrina la sua consueta impassibilità.*<x1/><x2/>"Eccoti. Quando il Re Goblin è caduto, il suo urlo di morte è arrivato fin qui. Allora ho capito che ce l'avevi fatta. Erano cinquant'anni che non sentivo quel suono."
NPC_ALARIC_GREETING_903a91d0-49f8-4e9d-bc13-706024d6811e	*Al tuo avvicinarsi, i capi della Gilda discutono a bassa voce, concitati. Alaric alza una mano, le voci tacciono e lui ti dedica tutta la sua attenzione.*<x1/><x2/>"Eccoti di nuovo. Mi è giunta notizia che i preparativi sono conclusi. È il momento. Non userò mezze parole: un Re della Foresta corrotto è qualcosa che il mondo non avrebbe mai dovuto vedere."
NPC_ALARIC_GREETING_d7768b2f-f8e9-4d10-a40c-cd24b2f71186	*Il vecchio guerriero volge gli occhi verso di te. Il suo sguardo è fermo; ti osserva avvicinarti, scrutandoti in silenzio.*<x1/><x2/>"Hm. Ti do il benvenuto, viandante. Ho saputo del tuo arrivo."<x3/><x4/>“Perdona le condizioni del villaggio. Siamo in un periodo di crisi. Dimmi, come hai fatto ad attraversare la foresta?”
