NPC_MANGA_GREETING_30c82f62-776d-43c0-8ffd-bd82ccf5e01a	*Mentre ti avvicini, Manga è affiancato da due guardie di Earlwood, la cui presenza qui è chiaramente fuori luogo.*<x1/><x2/>"Viandante, bentornato. Questi due stavano giusto andando via."
NPC_MANGA_GREETING_4219d665-8478-4f11-b39c-5ee6a9ad7ae7	"Viandante, benvenuto. Mi sono stabilito qui e ho allestito una fucina con i mezzi a disposizione."<x1/><x2/>"Per ora è modesta, ma solida."
NPC_MANGA_GREETING_6a3b2ae1-3e3a-4f3e-b98b-418e4b55bdd5	*Manga posa il martello e ti dedica tutta la sua attenzione.*<x1/><x2/>"Viandante, sei tornato. Con delle risposte, confido. Parla. Quale verità hai strappato a questo groviglio?"
NPC_MANGA_GREETING_7b03e94d-0102-4981-9aa4-57eab891fc1e	"Eccoti di nuovo. Parla, dunque: vuoi affilare la lama o temprare i pensieri?"
NPC_MANGA_GREETING_8e29fa3c-fb49-4bce-8f91-009d1792a295	*Davanti a te si erge un minotauro alto e dalle spalle larghe, con le corna recise di netto. Al tuo avvicinarsi si volta con calma e precisione.*<x1/><x2/>“Sei tu quello di cui si parla a mezza voce. Se cerchi acciaio o parole, posso offrirti entrambi. Mi chiamo Manga.”
NPC_MANGA_GREETING_a0b8f0fa-bfa5-4a77-8c3a-e7b55f06fcd6	"Viandante, devo porre un peso sulle tue spalle. Ci era stata promessa una spedizione di armi, ormai in grave ritardo. Senza di essa siamo impreparati alle prove che ci attendono."
NPC_MANGA_GREETING_a4b16137-40cf-47c6-9667-f012438b211c	*Mentre ti avvicini, Manga rimane immobile accanto alla fucina, a braccia conserte, con lo sguardo gravato da una cupa preoccupazione.*<x1/><x2/>"Hm. Sei tornato, viandante. Cosa ti porta alla mia fucina in un momento simile?"
NPC_MANGA_PLAYER_00f5c19f-bff2-401d-a7b4-f49b01622ea3_HEROIC	Un monito. Allora dietro dev'esserci un atto vergognoso.
NPC_MANGA_PLAYER_00f5c19f-bff2-401d-a7b4-f49b01622ea3_JOKER	Un monito inciso addosso. Qualunque cosa tu abbia fatto, ha lasciato il segno.
NPC_MANGA_PLAYER_00f5c19f-bff2-401d-a7b4-f49b01622ea3_SCHOLAR	Un monito. Bisogna dunque aver commesso qualcosa di disonorevole.
NPC_MANGA_PLAYER_00f5c19f-bff2-401d-a7b4-f49b01622ea3_STOIC	Un monito. Devi aver fatto qualcosa di vergognoso.
NPC_MANGA_PLAYER_01848e8d-4e01-4f90-8783-9261b9f5b23a_BASE	"Ho completato la forgiatura runica."
